dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL SP,0608,SANTA MARIA XI - GETULINA,003-01,2025-05-15,CORTE HARVESTER,S,2025-05-10,Getulina,SÃO PAULO,0.26
BRACELL SP,1131,BRINCO DE OURO - M2A,038-01,2025-06-09,CORTE HARVESTER,S,2025-06-07,Ubirajara,SÃO PAULO,1.48
BRACELL SP,1131,BRINCO DE OURO - M2A,039-01,2025-06-08,CORTE HARVESTER,S,2025-06-06,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,020-01,2025-05-22,CORTE HARVESTER,S,2025-05-16,Itapetininga,SÃO PAULO,3.15
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,017-01,2025-05-22,CORTE HARVESTER,S,2025-05-11,Itapetininga,SÃO PAULO,3.15
BRACELL SP,0684,MONTE ALTO,005-01,2025-04-14,CORTE HARVESTER,S,2025-03-27,Guaimbê,SÃO PAULO,31.52
BRACELL SP,1131,BRINCO DE OURO - M2A,052-01,2025-06-06,CORTE HARVESTER,S,2025-06-02,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,013-01,2025-05-01,CORTE HARVESTER,S,2025-04-27,Piratininga,SÃO PAULO,0.15
BRACELL PR,1130,MASCHIETTO,017-01,2025-05-22,CORTE HARVESTER,S,2025-04-30,Sengés,PARANÁ,6.98
BRACELL BA OESTE,8383,SERRA DO BODE,006-01,2025-04-29,CORTE HARVESTER,S,2025-04-22,Alagoinhas,BAHIA,0.09
BRACELL SP,0531,SANTA EDWIRGES I,005-01,2025-02-20,CORTE HARVESTER,S,2025-02-08,Cafelândia,SÃO PAULO,20.38
BRACELL SP,1131,BRINCO DE OURO - M2A,034-01,2025-06-11,CORTE HARVESTER,S,2025-06-08,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0325,SÃO DOMINGOS,040-01,2024-07-31,CORTE HARVESTER,S,2024-07-30,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,016-01,2025-05-08,CORTE HARVESTER,S,2025-04-28,Quintana,SÃO PAULO,25.49
BRACELL SP,0325,SÃO DOMINGOS,049-01,2024-07-29,CORTE HARVESTER,S,2024-07-27,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0309,BOA ESPERANÇA V,013-01,2025-03-26,CORTE HARVESTER,S,2025-03-12,Marília,SÃO PAULO,34.5
BRACELL SP,0422,EBENÉZIA,006-01,2024-11-29,CORTE HARVESTER,S,2024-11-22,Lins,SÃO PAULO,16.22
BRACELL SP,0531,SANTA EDWIRGES I,006-01,2025-03-02,CORTE HARVESTER,S,2025-02-12,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0531,SANTA EDWIRGES I,008-01,2025-03-02,CORTE HARVESTER,S,2025-02-23,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0531,SANTA EDWIRGES I,001-01,2025-03-02,CORTE HARVESTER,S,2025-02-07,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0531,SANTA EDWIRGES I,002-01,2025-02-27,CORTE HARVESTER,S,2025-02-08,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,006-01,2025-05-23,CORTE HARVESTER,S,2025-05-16,Presidente Alves,SÃO PAULO,8.07
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,007-01,2025-05-22,CORTE HARVESTER,S,2025-05-16,Presidente Alves,SÃO PAULO,8.07
BRACELL SP,0444,SANTA EMÍLIA II - GLEBA B,034-01,2025-01-28,CORTE HARVESTER,S,2025-01-25,Marília,SÃO PAULO,8.72
BRACELL SP,0535,SANTANNA,013-01,2025-05-01,CORTE HARVESTER,S,2025-04-28,Fernão,SÃO PAULO,23.78
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,007-01,2025-05-02,CORTE HARVESTER,S,2025-04-27,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,004-01,2024-08-03,CORTE HARVESTER,S,2024-07-28,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,002-01,2024-08-04,CORTE HARVESTER,S,2024-07-28,Pirajuí,SÃO PAULO,7.64
BRACELL SP,0608,SANTA MARIA XI - GETULINA,002-01,2025-05-19,CORTE HARVESTER,S,2025-05-10,Getulina,SÃO PAULO,0.26
BRACELL SP,1114,SÃO JOAQUIM VII,012-01,2024-07-04,CORTE HARVESTER,S,2024-05-31,Riversul,SÃO PAULO,7.24
BRACELL SP,0380,ONDA VERDE,012-01,2025-03-27,CORTE HARVESTER,S,2025-03-25,Lupércio,SÃO PAULO,2.16
BRACELL SP,0422,EBENÉZIA,005-01,2024-11-25,CORTE HARVESTER,S,2024-11-21,Lins,SÃO PAULO,16.22
BRACELL SP,0422,EBENÉZIA,009-01,2024-11-29,CORTE HARVESTER,S,2024-11-23,Lins,SÃO PAULO,16.22
BRACELL SP,0422,EBENÉZIA,008-01,2025-02-27,CORTE HARVESTER,S,2024-11-27,Lins,SÃO PAULO,16.22
BRACELL SP,0608,SANTA MARIA XI - GETULINA,312-01,2025-05-31,CORTE HARVESTER,S,2025-05-28,Getulina,SÃO PAULO,0.26
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,044-01,2025-01-31,CORTE HARVESTER,S,2025-01-30,Marília,SÃO PAULO,8.19
BRACELL SP,0422,EBENÉZIA,007-01,2025-02-28,CORTE HARVESTER,S,2024-11-28,Lins,SÃO PAULO,16.22
BRACELL SP,1131,BRINCO DE OURO - M2A,054-01,2025-06-03,CORTE HARVESTER,S,2025-05-28,Ubirajara,SÃO PAULO,1.48
BRACELL SP,1131,BRINCO DE OURO - M2A,037-01,2025-06-09,CORTE HARVESTER,S,2025-06-08,Ubirajara,SÃO PAULO,1.48
BRACELL BA OESTE,8110,ORION,006-01,2025-04-05,CORTE HARVESTER,S,2025-04-03,Araças,BAHIA,27.56
BRACELL SP,1131,BRINCO DE OURO - M2A,048-01,2025-06-16,CORTE HARVESTER,S,2025-06-14,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0336,SÃO LUIZ III,003-01,2025-02-15,CORTE HARVESTER,S,2025-02-11,Pirajuí,SÃO PAULO,21.3
BRACELL SP,0336,SÃO LUIZ III,004-01,2025-02-15,CORTE HARVESTER,S,2025-02-11,Pirajuí,SÃO PAULO,21.3
BRACELL SP,0336,SÃO LUIZ III,002-01,2025-02-15,CORTE HARVESTER,S,2025-02-11,Pirajuí,SÃO PAULO,21.3
BRACELL SP,0336,SÃO LUIZ III,001-01,2025-02-15,CORTE HARVESTER,S,2025-02-11,Pirajuí,SÃO PAULO,21.3
BRACELL BA LESTE,8029,CANA BRAVA,001-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,21.41
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,002-01,2025-05-27,CORTE HARVESTER,S,2025-05-22,Itapetininga,SÃO PAULO,3.15
BRACELL SP,0531,SANTA EDWIRGES I,003-01,2025-02-20,CORTE HARVESTER,S,2025-02-13,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0531,SANTA EDWIRGES I,004-01,2025-02-22,CORTE HARVESTER,S,2025-02-07,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0380,ONDA VERDE,011-01,2025-03-25,CORTE HARVESTER,S,2025-03-24,Lupércio,SÃO PAULO,2.16
BRACELL SP,0378,USINA PAREDÃO,067-01,2025-06-23,CORTE HARVESTER,S,2025-06-18,Oriente,SÃO PAULO,40.42
BRACELL SP,0470,ESTRELA,008-01,2025-03-30,CORTE HARVESTER,S,2025-03-24,Pirajuí,SÃO PAULO,4.22
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,004-01,2025-05-14,CORTE HARVESTER,S,2025-05-01,Itapetininga,SÃO PAULO,3.15
BRACELL BA LESTE,8029,CANA BRAVA,003-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,21.41
BRACELL PR,1119,RODEIO,008-01,2025-04-08,CORTE HARVESTER,S,2024-11-27,Tomazina,PARANÁ,0.92
BRACELL SP,0470,ESTRELA,010-01,2025-03-26,CORTE HARVESTER,S,2025-03-24,Pirajuí,SÃO PAULO,4.22
BRACELL SP,0470,ESTRELA,009-01,2025-03-27,CORTE HARVESTER,S,2025-03-23,Pirajuí,SÃO PAULO,4.22
BRACELL BA LESTE,8029,CANA BRAVA,016-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,21.41
BRACELL SP,0401,COLINA,008-01,2025-02-06,CORTE HARVESTER,S,2025-02-05,Guarantã,SÃO PAULO,6.05
BRACELL SP,0401,COLINA,002-01,2025-02-07,CORTE HARVESTER,S,2025-02-05,Guarantã,SÃO PAULO,6.05
BRACELL SP,0401,COLINA,001-01,2025-02-08,CORTE HARVESTER,S,2025-02-05,Guarantã,SÃO PAULO,6.05
BRACELL SP,0401,COLINA,006-01,2025-02-06,CORTE HARVESTER,S,2025-02-04,Guarantã,SÃO PAULO,6.05
BRACELL SP,0649,SÃO FRANCISCO IX,004-01,2025-03-24,CORTE HARVESTER,S,2025-03-12,Álvaro de Carvalho,SÃO PAULO,61.05
BRACELL PR,1130,MASCHIETTO,033-01,2025-05-08,CORTE HARVESTER,S,2025-05-01,Sengés,PARANÁ,6.98
BRACELL BA LESTE,8029,CANA BRAVA,009-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,21.41
BRACELL BA LESTE,8029,CANA BRAVA,004-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,21.41
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,003-01,2025-06-19,CORTE HARVESTER,S,2025-06-15,Prata,MINAS GERAIS,1.03
BRACELL BA OESTE,8115,PATIOBA,007-01,2025-04-30,CORTE HARVESTER,S,2025-04-26,Alagoinhas,BAHIA,36.26
BRACELL SP,2145,SANTA FÉ - GÁLIA,003-01,2025-05-14,CORTE HARVESTER,S,2025-05-06,Gália,SÃO PAULO,2.97
BRACELL SP,0529,SÃO CRISTÓVÃO III - GLEBA A,004-01,2025-02-26,CORTE HARVESTER,S,2025-02-15,Agudos,SÃO PAULO,0.95
BRACELL SP,0529,SÃO CRISTÓVÃO III - GLEBA A,001-01,2025-02-26,CORTE HARVESTER,S,2025-02-19,Agudos,SÃO PAULO,0.95
BRACELL SP,0529,SÃO CRISTÓVÃO III - GLEBA A,002-01,2025-02-20,CORTE HARVESTER,S,2025-02-15,Agudos,SÃO PAULO,0.95
BRACELL BA LESTE,8029,CANA BRAVA,008-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,21.41
BRACELL SP,0622,CHAPADÃO II - PEDERNEIRAS,004-01,2025-03-22,CORTE HARVESTER,S,2025-03-18,Pederneiras,SÃO PAULO,0.03
BRACELL SP,2003,PAU D'ALHO II,004-01,2025-05-15,CORTE HARVESTER,S,2025-05-03,Lucianópolis,SÃO PAULO,0.34
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,033-01,2025-01-12,CORTE HARVESTER,S,2025-01-10,Marília,SÃO PAULO,8.19
BRACELL BA OESTE,8110,ORION,016-01,2025-03-26,CORTE HARVESTER,S,2025-03-22,Araças,BAHIA,27.56
BRACELL BA OESTE,8115,PATIOBA,010-01,2025-05-05,CORTE HARVESTER,S,2025-04-23,Alagoinhas,BAHIA,36.26
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,006-01,2025-05-22,CORTE HARVESTER,S,2025-05-01,Itapetininga,SÃO PAULO,3.15
BRACELL BA OESTE,8192,CAPOEIRINHA,007-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL SP,0684,MONTE ALTO,002-01,2025-04-17,CORTE HARVESTER,S,2025-04-12,Guaimbê,SÃO PAULO,31.52
BRACELL SP,1131,BRINCO DE OURO - M2A,026-01,2025-06-11,CORTE HARVESTER,S,2025-06-09,Ubirajara,SÃO PAULO,1.48
BRACELL MG,5019,SAN NELO,036-01,2025-05-01,CORTE HARVESTER,S,2025-04-08,Sacramento,MINAS GERAIS,1.34
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,011-01,2025-05-01,CORTE HARVESTER,S,2025-04-25,Quintana,SÃO PAULO,25.49
BRACELL SP,1131,BRINCO DE OURO - M2A,035-01,2025-06-11,CORTE HARVESTER,S,2025-05-29,Ubirajara,SÃO PAULO,1.48
BRACELL MG,5019,SAN NELO,029-01,2025-04-29,CORTE HARVESTER,S,2025-04-15,Sacramento,MINAS GERAIS,1.34
BRACELL BA OESTE,8130,RIO TORTO,019-01,2025-04-11,CORTE HARVESTER,S,2025-04-03,Alagoinhas,BAHIA,17.89
BRACELL SP,0413,CÓRREGO DO CAMPO II,002-01,2025-04-27,CORTE HARVESTER,S,2025-04-20,Mineiros do Tietê,SÃO PAULO,7.39
BRACELL BA OESTE,8192,CAPOEIRINHA,010-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,003-01,2025-05-01,CORTE HARVESTER,S,2025-04-20,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0584,SONHO MEU,002-01,2025-05-04,CORTE HARVESTER,S,2025-04-30,Guaimbê,SÃO PAULO,1.79
BRACELL BA OESTE,8130,RIO TORTO,017-01,2025-04-14,CORTE HARVESTER,S,2025-04-11,Alagoinhas,BAHIA,17.89
BRACELL BA OESTE,8130,RIO TORTO,020-01,2025-04-11,CORTE HARVESTER,S,2025-04-06,Alagoinhas,BAHIA,17.89
BRACELL BA OESTE,8115,PATIOBA,038-01,2025-05-05,CORTE HARVESTER,S,2025-04-30,Alagoinhas,BAHIA,36.26
BRACELL SP,1131,BRINCO DE OURO - M2A,036-01,2025-06-10,CORTE HARVESTER,S,2025-06-07,Ubirajara,SÃO PAULO,1.48
BRACELL BA OESTE,8192,CAPOEIRINHA,009-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL BA OESTE,8008,AMARGOSO,029-01,,CORTE HARVESTER,N,,Inhambupe,BAHIA,22.86
BRACELL BA OESTE,8008,AMARGOSO,024-01,,CORTE HARVESTER,N,,Inhambupe,BAHIA,22.86
BRACELL SP,0585,TODOS OS SANTOS,001-01,2025-03-09,CORTE HARVESTER,S,2025-03-01,Lupércio,SÃO PAULO,5.35
BRACELL SP,0585,TODOS OS SANTOS,305-01,2025-04-14,CORTE HARVESTER,S,2025-04-12,Lupércio,SÃO PAULO,5.35
BRACELL SP,0585,TODOS OS SANTOS,002-01,2025-03-08,CORTE HARVESTER,S,2025-03-06,Lupércio,SÃO PAULO,5.35
BRACELL SP,0550,SANTA JOVITA,014-01,2025-04-14,CORTE HARVESTER,S,2025-03-16,Alvinlândia,SÃO PAULO,19.71
BRACELL SP,0413,CÓRREGO DO CAMPO II,003-01,2025-04-27,CORTE HARVESTER,S,2025-04-20,Mineiros do Tietê,SÃO PAULO,7.39
BRACELL SP,0550,SANTA JOVITA,013-01,2025-03-18,CORTE HARVESTER,S,2025-03-14,Alvinlândia,SÃO PAULO,19.71
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,013-01,2025-03-02,CORTE HARVESTER,S,2025-02-27,Marília,SÃO PAULO,17.32
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,010-01,2025-03-06,CORTE HARVESTER,S,2025-02-27,Marília,SÃO PAULO,17.32
BRACELL BA OESTE,8019,BONFIM,018-01,2025-06-20,CORTE HARVESTER,S,2025-06-15,Duartina,SÃO PAULO,2.99
BRACELL SP,0439,ESTÂNCIA SANTA LAURA,002-01,2025-04-25,CORTE HARVESTER,S,2025-04-15,Guaimbê,SÃO PAULO,0.6
BRACELL BA OESTE,8019,BONFIM,009-01,2025-06-16,CORTE HARVESTER,S,2025-06-12,Duartina,SÃO PAULO,2.99
BRACELL SP,1131,BRINCO DE OURO - M2A,025-01,2025-06-12,CORTE HARVESTER,S,2025-06-09,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,012-01,2025-03-05,CORTE HARVESTER,S,2025-02-28,Marília,SÃO PAULO,17.32
BRACELL SP,0684,MONTE ALTO,003-01,2025-04-17,CORTE HARVESTER,S,2025-04-14,Guaimbê,SÃO PAULO,31.52
BRACELL BA OESTE,8192,CAPOEIRINHA,010-02,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL BA OESTE,8192,CAPOEIRINHA,008-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL BA OESTE,8118,PIVOT,006-01,2025-05-13,CORTE HARVESTER,S,2025-05-05,Inhambupe,BAHIA,37.82
BRACELL BA OESTE,8019,BONFIM,026-01,,CORTE HARVESTER,N,2025-06-22,Duartina,SÃO PAULO,2.99
BRACELL SP,0369,COQUEIRO,010-01,2024-05-09,CORTE HARVESTER,S,2024-05-08,Álvaro de Carvalho,SÃO PAULO,9.56
BRACELL SP,0589,BREJÃO II,004-01,2025-03-15,CORTE HARVESTER,S,2025-03-13,Itatinga,SÃO PAULO,1.34
BRACELL SP,1131,BRINCO DE OURO - M2A,033-01,2025-06-14,CORTE HARVESTER,S,2025-06-09,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0428,SÃO MANOEL IV,001-01,2025-04-13,CORTE HARVESTER,S,2025-02-27,Presidente Alves,SÃO PAULO,31.37
BRACELL SP,0589,BREJÃO II,002-01,2025-03-16,CORTE HARVESTER,S,2025-03-12,Itatinga,SÃO PAULO,1.34
BRACELL SP,0428,SÃO MANOEL IV,006-01,2025-02-25,CORTE HARVESTER,S,2025-02-21,Presidente Alves,SÃO PAULO,31.37
BRACELL BA OESTE,8197,CRUZ,001-01,,CORTE HARVESTER,N,2025-06-23,Entre Rios,BAHIA,4.04
BRACELL BA OESTE,8115,PATIOBA,044-01,2025-05-13,CORTE HARVESTER,S,2025-05-01,Alagoinhas,BAHIA,36.26
BRACELL SP,0473,AMERICANA,013-01,2025-03-03,CORTE HARVESTER,S,2025-02-26,Itatinga,SÃO PAULO,28.46
BRACELL SP,0475,IPÊ III - ITATINGA,002-01,2025-02-28,CORTE HARVESTER,S,2025-01-31,Itatinga,SÃO PAULO,7.94
BRACELL SP,0036,CAMPOS VERDES,001-01,2025-03-08,CORTE HARVESTER,S,2025-02-19,Itatinga,SÃO PAULO,48.08
BRACELL SP,1131,BRINCO DE OURO - M2A,041-01,2025-06-08,CORTE HARVESTER,S,2025-05-30,Ubirajara,SÃO PAULO,1.48
BRACELL MG,5009,SANTA IZA,098-01,2025-03-31,CORTE HARVESTER,S,2025-03-28,Veríssimo,MINAS GERAIS,11.08
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,025-01,2025-04-16,CORTE HARVESTER,S,2025-04-14,Aramari,BAHIA,17.37
BRACELL BA OESTE,8019,BONFIM,019-01,,CORTE HARVESTER,N,,Duartina,SÃO PAULO,2.99
BRACELL BA OESTE,8019,BONFIM,013-01,,CORTE HARVESTER,N,,Duartina,SÃO PAULO,2.99
BRACELL BA OESTE,8192,CAPOEIRINHA,005-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL SP,0388,JOÃO VENTURA,002-01,2025-02-26,CORTE HARVESTER,S,2025-02-20,Espírito Santo do Turvo,SÃO PAULO,19.94
BRACELL SP,0435,ANCHIETA,101-01,2024-12-26,CORTE HARVESTER,S,2024-12-18,São Manuel,SÃO PAULO,12.12
BRACELL SP,0435,ANCHIETA,103-01,2024-12-26,CORTE HARVESTER,S,2024-12-17,São Manuel,SÃO PAULO,12.12
BRACELL BA OESTE,8246,BACALHAU,021-01,2025-06-02,CORTE HARVESTER,S,2025-05-29,Alagoinhas,BAHIA,0.02
BRACELL SP,0388,JOÃO VENTURA,001-01,2025-02-26,CORTE HARVESTER,S,2025-02-20,Espírito Santo do Turvo,SÃO PAULO,19.94
BRACELL BA OESTE,8192,CAPOEIRINHA,004-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL SP,0500,PORTO SEGURO - GLEBA A,004-01,2025-04-18,CORTE HARVESTER,S,2025-04-15,Mineiros do Tietê,SÃO PAULO,19.28
BRACELL BA OESTE,8192,CAPOEIRINHA,006-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,46.34
BRACELL BA OESTE,8019,BONFIM,025-01,,CORTE HARVESTER,N,2025-06-22,Duartina,SÃO PAULO,2.99
BRACELL SP,0447,SÍTIO JACUTINGA III - CABRÁLIA PAULISTA,001-01,2025-03-02,CORTE HARVESTER,S,2025-02-23,Cabrália Paulista,SÃO PAULO,0.1
BRACELL SP,0447,SÍTIO JACUTINGA III - CABRÁLIA PAULISTA,003-01,2025-03-02,CORTE HARVESTER,S,2025-02-23,Cabrália Paulista,SÃO PAULO,0.1
BRACELL SP,0447,SÍTIO JACUTINGA III - CABRÁLIA PAULISTA,002-01,2025-03-02,CORTE HARVESTER,S,2025-02-24,Cabrália Paulista,SÃO PAULO,0.1
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,001-01,2025-01-13,CORTE HARVESTER,S,2025-01-10,Anhembi,SÃO PAULO,9.3
BRACELL SP,0025,SANTA RITA II,016-01,2025-02-09,CORTE HARVESTER,S,2025-02-05,Agudos,SÃO PAULO,28.9
BRACELL SP,0388,JOÃO VENTURA,003-01,2025-02-27,CORTE HARVESTER,S,2025-02-20,Espírito Santo do Turvo,SÃO PAULO,19.94
BRACELL SP,0475,IPÊ III - ITATINGA,029-01,2025-02-20,CORTE HARVESTER,S,2025-02-19,Itatinga,SÃO PAULO,7.94
BRACELL SP,0564,BARRA MANSA,003-01,2025-03-28,CORTE HARVESTER,S,2025-03-25,Bofete,SÃO PAULO,0.21
BRACELL SP,0025,SANTA RITA II,015-01,2025-02-08,CORTE HARVESTER,S,2025-02-03,Agudos,SÃO PAULO,28.9
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,026-01,2025-04-16,CORTE HARVESTER,S,2025-04-14,Aramari,BAHIA,17.37
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,012-01,2025-02-12,CORTE HARVESTER,S,2025-02-07,Marília,SÃO PAULO,8.19
BRACELL BA OESTE,8118,PIVOT,025-01,2025-05-18,CORTE HARVESTER,S,2025-05-15,Inhambupe,BAHIA,37.82
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,022-01,2025-01-21,CORTE HARVESTER,S,2025-01-15,Marília,SÃO PAULO,8.19
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,001-01,2024-12-25,CORTE HARVESTER,S,2024-12-24,Anhembi,SÃO PAULO,6.18
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,007-01,2025-01-13,CORTE HARVESTER,S,2025-01-11,Anhembi,SÃO PAULO,6.18
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,008-01,2025-01-09,CORTE HARVESTER,S,2025-01-06,Anhembi,SÃO PAULO,6.18
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,019-01,2025-01-14,CORTE HARVESTER,S,2025-01-07,Marília,SÃO PAULO,8.19
BRACELL BA OESTE,8115,PATIOBA,013-01,2025-05-05,CORTE HARVESTER,S,2025-04-29,Alagoinhas,BAHIA,36.26
BRACELL SP,0564,BARRA MANSA,004-01,2025-03-30,CORTE HARVESTER,S,2025-03-25,Bofete,SÃO PAULO,0.21
BRACELL BA OESTE,8246,BACALHAU,009-01,2025-06-02,CORTE HARVESTER,S,2025-05-31,Alagoinhas,BAHIA,0.02
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,026-01,2025-01-27,CORTE HARVESTER,S,2025-01-22,Marília,SÃO PAULO,8.19
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,021-01,2025-01-22,CORTE HARVESTER,S,2025-01-16,Marília,SÃO PAULO,8.19
BRACELL SP,0549,MARÍLIA II,005-01,2025-01-02,CORTE HARVESTER,S,2025-01-01,Marília,SÃO PAULO,12.19
BRACELL BA OESTE,8246,BACALHAU,003-01,2025-06-02,CORTE HARVESTER,S,2025-05-29,Alagoinhas,BAHIA,0.02
BRACELL SP,0414,SANTA LUZIA III,003-01,2025-03-30,CORTE HARVESTER,S,2025-02-26,Cabrália Paulista,SÃO PAULO,25.32
BRACELL SP,0385,RANCHARIA,010-01,2025-03-31,CORTE HARVESTER,S,2025-03-29,Alvinlândia,SÃO PAULO,4.59
BRACELL SP,0495,SANTA MADALENA IV,003-01,2025-03-27,CORTE HARVESTER,S,2025-03-24,Duartina,SÃO PAULO,1.0
BRACELL SP,0385,RANCHARIA,029-01,2025-04-14,CORTE HARVESTER,S,2025-03-27,Alvinlândia,SÃO PAULO,4.59
BRACELL SP,0385,RANCHARIA,003-01,2025-03-28,CORTE HARVESTER,S,2025-03-27,Alvinlândia,SÃO PAULO,4.59
BRACELL BA OESTE,8246,BACALHAU,024-01,,CORTE HARVESTER,N,,Alagoinhas,BAHIA,0.02
BRACELL SP,0385,RANCHARIA,025-01,2025-03-30,CORTE HARVESTER,S,2025-03-28,Alvinlândia,SÃO PAULO,4.59
BRACELL SP,0495,SANTA MADALENA IV,002-01,2025-04-14,CORTE HARVESTER,S,2025-03-23,Duartina,SÃO PAULO,1.0
BRACELL BA OESTE,8011,ARATICUM,029-01,2025-06-09,CORTE HARVESTER,S,2025-06-05,Alagoinhas,BAHIA,55.43
BRACELL SP,0495,SANTA MADALENA IV,006-01,2025-03-27,CORTE HARVESTER,S,2025-03-25,Duartina,SÃO PAULO,1.0
BRACELL BA OESTE,8019,BONFIM,032-01,,CORTE HARVESTER,N,2025-06-22,Duartina,SÃO PAULO,2.99
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,005-01,2025-02-25,CORTE HARVESTER,S,2025-02-15,Marília,SÃO PAULO,8.19
BRACELL SP,0558,SANTA CECÍLIA II,001-01,2025-01-10,CORTE HARVESTER,S,2025-01-09,Getulina,SÃO PAULO,0.74
BRACELL SP,0385,RANCHARIA,001-01,2025-03-28,CORTE HARVESTER,S,2025-03-26,Alvinlândia,SÃO PAULO,4.59
BRACELL SP,0588,RIO BONITO,001-01,2025-03-20,CORTE HARVESTER,S,2025-03-14,Itatinga,SÃO PAULO,10.26
BRACELL SP,0630,SANTA HELENA V - GETULINA,002-01,2025-02-01,CORTE HARVESTER,S,2025-02-01,Getulina,SÃO PAULO,19.89
BRACELL SP,0385,RANCHARIA,005-01,2025-03-30,CORTE HARVESTER,S,2025-03-26,Alvinlândia,SÃO PAULO,4.59
BRACELL MG,5009,SANTA IZA,099-01,2025-04-01,CORTE HARVESTER,S,2025-03-29,Veríssimo,MINAS GERAIS,11.08
BRACELL BA OESTE,8019,BONFIM,002-01,2025-06-10,CORTE HARVESTER,S,2025-05-22,Duartina,SÃO PAULO,2.99
BRACELL BA OESTE,8118,PIVOT,020-01,2025-05-18,CORTE HARVESTER,S,2025-05-09,Inhambupe,BAHIA,37.82
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,010-01,2025-02-09,CORTE HARVESTER,S,2025-01-31,Marília,SÃO PAULO,8.19
BRACELL MG,5009,SANTA IZA,078-01,2025-03-26,CORTE HARVESTER,S,2025-03-19,Veríssimo,MINAS GERAIS,11.08
BRACELL BA OESTE,8246,BACALHAU,002-01,2025-06-02,CORTE HARVESTER,S,2025-05-30,Alagoinhas,BAHIA,0.02
BRACELL SP,0539,DAS PAINEIRAS,003-01,2023-06-14,CORTE HARVESTER,S,2023-06-11,Itirapina,SÃO PAULO,9.42
